0.02	0	0	0
17.54	-nan	-nan	-nan
17.56	-nan	-nan	-nan
17.58	-nan	-nan	-nan
17.6	-nan	-nan	-nan
17.62	-nan	-nan	-nan
17.64	-nan	-nan	-nan
17.66	-nan	-nan	-nan
17.68	-nan	-nan	-nan
17.7	-nan	-nan	-nan
17.72	-nan	-nan	-nan
17.74	-nan	-nan	-nan
17.76	-nan	-nan	-nan
17.78	-nan	-nan	-nan
17.8	-nan	-nan	-nan
17.82	-nan	-nan	-nan
17.84	-nan	-nan	-nan
17.86	-nan	-nan	-nan
17.88	-nan	-nan	-nan
17.9	-nan	-nan	-nan
17.92	-nan	-nan	-nan
17.94	-nan	-nan	-nan
17.96	-nan	-nan	-nan
17.98	-nan	-nan	-nan
18	-nan	-nan	-nan
18.02	-nan	-nan	-nan
18.04	-nan	-nan	-nan
18.06	-nan	-nan	-nan
18.08	-nan	-nan	-nan
18.1	-nan	-nan	-nan
18.12	-nan	-nan	-nan
18.14	-nan	-nan	-nan
18.16	-nan	-nan	-nan
18.18	-nan	-nan	-nan
18.2	-nan	-nan	-nan
18.22	-nan	-nan	-nan
18.24	-nan	-nan	-nan
18.26	-nan	-nan	-nan
18.28	-nan	-nan	-nan
18.3	-nan	-nan	-nan
18.32	-nan	-nan	-nan
18.34	-nan	-nan	-nan
18.36	-nan	-nan	-nan
18.38	-nan	-nan	-nan
18.4	-nan	-nan	-nan
18.42	-nan	-nan	-nan
18.44	-nan	-nan	-nan
18.46	-nan	-nan	-nan
18.48	-nan	-nan	-nan
18.5	-nan	-nan	-nan
18.52	-nan	-nan	-nan
18.54	-nan	-nan	-nan
18.56	-nan	-nan	-nan
18.58	-nan	-nan	-nan
18.6	-nan	-nan	-nan
18.62	-nan	-nan	-nan
18.64	-nan	-nan	-nan
18.66	-nan	-nan	-nan
18.68	-nan	-nan	-nan
18.7	-nan	-nan	-nan
18.72	-nan	-nan	-nan
18.74	-nan	-nan	-nan
18.76	-nan	-nan	-nan
18.78	-nan	-nan	-nan
18.8	-nan	-nan	-nan
18.82	-nan	-nan	-nan
18.84	-nan	-nan	-nan
18.86	-nan	-nan	-nan
18.88	-nan	-nan	-nan
18.9	-nan	-nan	-nan
18.92	-nan	-nan	-nan
18.94	-nan	-nan	-nan
18.96	-nan	-nan	-nan
18.98	-nan	-nan	-nan
19	-nan	-nan	-nan
19.02	-nan	-nan	-nan
19.04	-nan	-nan	-nan
19.06	-nan	-nan	-nan
19.08	-nan	-nan	-nan
19.1	-nan	-nan	-nan
19.12	-nan	-nan	-nan
19.14	-nan	-nan	-nan
19.16	-nan	-nan	-nan
19.18	-nan	-nan	-nan
19.2	-nan	-nan	-nan
19.22	-nan	-nan	-nan
19.24	-nan	-nan	-nan
19.26	-nan	-nan	-nan
19.28	-nan	-nan	-nan
19.3	-nan	-nan	-nan
19.32	-nan	-nan	-nan
19.34	-nan	-nan	-nan
19.36	-nan	-nan	-nan
19.38	-nan	-nan	-nan
19.4	-nan	-nan	-nan
19.42	-nan	-nan	-nan
19.44	-nan	-nan	-nan
19.46	-nan	-nan	-nan
19.48	-nan	-nan	-nan
19.5	-nan	-nan	-nan
19.52	-nan	-nan	-nan
19.54	-nan	-nan	-nan
19.56	-nan	-nan	-nan
19.58	-nan	-nan	-nan
19.6	-nan	-nan	-nan
19.62	-nan	-nan	-nan
19.64	-nan	-nan	-nan
19.66	-nan	-nan	-nan
19.68	-nan	-nan	-nan
19.7	-nan	-nan	-nan
19.72	-nan	-nan	-nan
19.74	-nan	-nan	-nan
19.76	-nan	-nan	-nan
19.78	-nan	-nan	-nan
19.8	-nan	-nan	-nan
19.82	-nan	-nan	-nan
19.84	-nan	-nan	-nan
19.86	-nan	-nan	-nan
19.88	-nan	-nan	-nan
19.9	-nan	-nan	-nan
19.92	-nan	-nan	-nan
19.94	-nan	-nan	-nan
19.96	-nan	-nan	-nan
19.98	-nan	-nan	-nan
20	0	0	0
